508|sit.v.01,black.a.01,shirt.n.01,laugh.v.01,man.n.01,wear.v.01,table.n.02,
513|sit.v.01,discussion.n.01,man.n.01,postpone.v.01,comfortable.a.01,black.a.01,shirt.n.01,laugh.v.01,wear.v.01,table.n.02,
514|sit.v.01,table.n.02,man.n.01,black.a.01,shirt.n.01,laugh.v.01,wear.v.01,
515|feather_boa.n.01,person.n.01,wear.v.01,bridge.n.01,woman.n.01,pink.s.01,bicycle.n.01,construct.v.01,pedestrian.n.01,ride.v.01,scarf.n.01,motorcycle.n.01,
516|feather_boa.n.01,person.n.01,stop.v.01,bridge.n.01,take.v.01,woman.n.01,pink.s.01,construct.v.01,pedestrian.n.01,female.n.02,bicycle.n.01,wear.v.01,ride.v.01,
522|feather_boa.n.01,person.n.01,wear.v.01,bridge.n.01,woman.n.01,pink.s.01,bicycle.n.01,construct.v.01,pedestrian.n.01,ride.v.01,silver.n.01,scarf.n.01,entity.n.01,bloomers.n.01,motorcycle.n.01,
524|person.n.01,wear.v.01,bridge.n.01,scarf.n.01,woman.n.01,pink.s.01,motorcycle.n.01,construct.v.01,pedestrian.n.01,ride.v.01,silver.n.01,entity.n.01,bloomers.n.01,
527|feather_boa.n.01,person.n.01,wear.v.01,bridge.n.01,woman.n.01,pink.s.01,bicycle.n.01,construct.v.01,pedestrian.n.01,ride.v.01,scarf.n.01,silver.n.01,entity.n.01,motorcycle.n.01,bloomers.n.01,
528|ride.v.01,black.a.01,gear.n.01,motorcycle.n.01,wear.v.01,be.v.01,person.n.01,
529|bare.s.01,black.a.01,gear.n.01,wear.v.01,be.v.01,person.n.01,
531|black.a.01,bicycle.n.01,push.v.01,man.n.01,wear.v.01,helmet.n.01,
538|black.a.01,bicycle.n.01,push.v.01,man.n.01,wear.v.01,helmet.n.01,bare.s.01,
541|sit.v.01,front.n.01,rock.n.01,man.n.01,waterfall.n.01,grey.s.01,entity.n.01,
542|sit.v.01,front.n.01,rock.n.01,man.n.01,waterfall.n.01,grey.s.01,be.v.01,
545|woman.n.01,look.v.01,stand.v.01,waterfall.n.01,sit.v.01,
548|woman.n.01,look.v.01,stand.v.01,waterfall.n.01,sit.v.01,front.n.01,rock.n.01,man.n.01,grey.s.01,
550|sit.v.01,front.n.01,rock.n.01,man.n.01,waterfall.n.01,grey.s.01,entity.n.01,woman.n.01,look.v.01,
551|sit.v.01,front.n.01,rock.n.01,man.n.01,waterfall.n.01,grey.s.01,be.v.01,woman.n.01,look.v.01,
552|sit.v.01,woman.n.01,look.v.01,waterfall.n.01,grey.s.01,front.n.01,man.n.01,rocker.n.02,have.v.01,person.n.01,
555|run.v.01,black.a.01,grass.n.01,brown.s.01,entity.n.01,person.n.01,dog.n.01,be.v.01,
556|run.v.01,black.a.01,rush.v.01,man.n.01,grass.n.01,brown.s.01,dog.n.01,entity.n.01,person.n.01,
557|back.n.01,yard.n.01,play.v.01,entity.n.01,dog.n.01,backyard.n.01,
560|back.n.01,yard.n.01,play.v.01,entity.n.01,dog.n.01,run.v.01,black.a.01,grass.n.01,brown.s.01,person.n.01,
561|entity.n.01,backyard.n.01,contend.v.06,dog.n.01,run.v.01,black.a.01,grass.n.01,brown.s.01,person.n.01,
564|run.v.01,grass.n.01,be.v.01,dog.n.01,entity.n.01,backyard.n.01,play.v.01,
565|entity.n.01,backyard.n.01,play.v.01,dog.n.01,run.v.01,black.a.01,rush.v.01,man.n.01,grass.n.01,brown.s.01,
568|sit.v.01,entity.n.01,dog.n.01,have.v.01,shallow.a.01,brown.s.01,white.a.01,water.n.01,coat.n.03,trot.v.01,
570|trouble.n.04,walk.v.01,dog.n.01,brown.s.01,white.a.01,water.n.01,pace.v.01,
581|front.n.01,door.n.01,wood.n.01,make.v.01,large.a.01,group.n.01,quiet.a.01,male_child.n.01,ball.n.01,play.v.01,
586|front.n.01,door.n.01,large.a.01,play.v.01,child.n.01,ball.n.01,wood.n.01,male_child.n.01,make.v.01,group.n.01,
587|ball.n.01,wood.n.01,bunch.n.01,male_child.n.01,front.n.01,door.n.01,make.v.01,large.a.01,play.v.01,child.n.01,
588|front.n.01,door.n.01,large.a.01,play.v.01,child.n.01,wood.n.01,make.v.01,group.n.01,quiet.a.01,male_child.n.01,
597|woman.n.01,black.a.01,dress.n.01,wear.v.01,red.s.01,white.a.01,pink.s.01,take.v.01,excessive.s.02,apparel.n.01,very.r.01,large.a.01,cloak.n.01,
599|take.v.01,excessive.s.02,uncover.v.01,woman.n.01,dress.n.01,very.r.01,large.a.01,cloak.n.01,black.a.01,wear.v.01,red.s.01,white.a.01,pink.s.01,
601|red.s.01,girl.n.01,adolescent.s.02,be.v.01,bead.n.01,store.v.01,wear.v.01,
603|sweatshirt.n.01,smile.v.01,young.a.01,necklace.n.01,earring.n.01,wear.v.01,hair.n.01,lady.n.01,red.s.01,age.n.01,
606|necklace.n.01,earring.n.01,wear.v.01,age.n.01,sweatshirt.n.01,smile.v.01,young.a.01,hair.n.01,lady.n.01,red.s.01,adolescent.s.02,girl.n.01,be.v.01,bead.n.01,
609|sweatshirt.n.01,smile.v.01,young.a.01,necklace.n.01,earring.n.01,wear.v.01,hair.n.01,lady.n.01,red.s.01,adolescent.s.02,girl.n.01,be.v.01,bead.n.01,
